generated_at_utc,n_inference_samples,n_explainability_samples,total_png_count,artifact_count_inventoried,disk_usage_bytes_stage01_to_07,disk_usage_mb_stage01_to_07,n_files_on_disk_stage01_to_07,gpu.stage1_device.selected,gpu.stage1_device.backend,gpu.stage1_device.device_name,gpu.stage1_device.total_memory_gb,gpu.stage1_device.cuda_capability,gpu.stage1_device.cuda_version,gpu.stage1_device.cudnn_version,gpu.stage4_inference_device.backend,gpu.stage4_inference_device.device_name,gpu.stage4_inference_device.total_memory_gb,gpu.stage4_inference_device.cuda_capability,gpu.stage4_peak_gpu_allocated_mb,gpu.stage4_gpu_utilization_pct,gpu.stage7_device,gpu.stage7_gpu_memory_before_mb,gpu.stage7_gpu_memory_after_mb,cpu.stage4_cpu_maxrss_mb,execution_time_sec.stage4_total_inference_time_sec,execution_time_sec.stage7_total_processing_time_sec,execution_time_sec.note,dataset_size.n_samples_total_manifest,dataset_size.n_samples_usable,dataset_size.n_classes,png_counts_by_method.gradcam,png_counts_by_method.gradcam_plus,png_counts_by_method.scorecam,png_counts_by_method.eigencam,png_counts_by_method.guided_backprop,png_counts_by_method.integrated_gradients,png_counts_by_method.occlusion,png_counts_by_method.error_gallery_correct,png_counts_by_method.error_gallery_incorrect,stage7_reported_method_success_counts.gradcam,stage7_reported_method_success_counts.gradcam_plus,stage7_reported_method_success_counts.scorecam,stage7_reported_method_success_counts.eigencam,stage7_reported_method_success_counts.guided_backprop,stage7_reported_method_success_counts.integrated_gradients,stage7_reported_method_success_counts.occlusion
2026-07-05T07:04:55.493693+00:00,25596,119,952,35,243831739,232.54,996,cuda,cuda,Tesla T4,14.56,7.5,12.8,91002,cuda,Tesla T4,14.56,7.5,320.44,0,cuda,36.13,107.85,1784.5,279.474,466.5,"Stages 1, 2, 3, 5, 6 log their duration via StageTimer but do not persist it into their JSON artifacts, so only Stage 4 and Stage 7 durations are available here without touching per-stage log files.",25596,25596,14,119,119,119,119,119,119,119,40,79,119,119,119,119,119,119,119
