auroc_macro,auroc_micro,auroc_weighted,f1_macro,f1_micro,subset_accuracy,hamming_loss,mcc_macro,balanced_accuracy_macro
0.46394449390805065,0.584349289971795,0.48197892142198034,0.04750639120267578,0.15714730307447872,0.0001562744178777934,0.28719331145491483,-0.0005616525689169788,0.4995022633276626
