class_name,threshold,tp,fp,tn,fn,precision,recall_sensitivity,specificity,fpr,f1,balanced_accuracy,youden_j
Hernia,9.215411958071705e-25,14.0,7636.0,17874.0,72.0,0.0018300653594771241,0.16279069767441862,0.7006664053312427,0.2993335946687573,0.003619441571871768,0.4317285515028306,-0.13654289699433875
Hernia,8.931883515821695e-25,15.0,7651.0,17859.0,71.0,0.0019566918862509784,0.1744186046511628,0.700078400627205,0.29992159937279494,0.003869969040247678,0.4372485026391839,-0.12550299472163218
Hernia,8.657078889107298e-25,15.0,7669.0,17841.0,71.0,0.0019521082769390942,0.1744186046511628,0.6993727949823598,0.3006272050176402,0.003861003861003861,0.4368956998167613,-0.1262086003664774
Hernia,8.390727893068476e-25,15.0,7677.0,17833.0,71.0,0.0019500780031201249,0.1744186046511628,0.6990591924735398,0.30094080752646024,0.0038570326562098224,0.43673889856235126,-0.12652220287529747
Hernia,8.132572668796834e-25,15.0,7702.0,17808.0,71.0,0.0019437605287028637,0.1744186046511628,0.6980791846334771,0.30192081536652293,0.0038446751249519412,0.4362488946423199,-0.12750221071536016
Hernia,7.882359301688505e-25,15.0,7718.0,17792.0,71.0,0.001939738781844045,0.1744186046511628,0.6974519796158369,0.30254802038416306,0.003836807775930425,0.43593529213349985,-0.1281294157330003
Hernia,7.639845217015132e-25,15.0,7740.0,17770.0,71.0,0.0019342359767891683,0.1744186046511628,0.6965895727165817,0.30341042728341827,0.003826042596607576,0.43550408868387225,-0.1289918226322555
Hernia,7.404791784352888e-25,15.0,7755.0,17755.0,71.0,0.0019305019305019305,0.1744186046511628,0.6960015680125441,0.3039984319874559,0.0038187372708757637,0.43521008633185343,-0.12957982733629314
Hernia,7.176969741001191e-25,15.0,7785.0,17725.0,71.0,0.0019230769230769232,0.1744186046511628,0.6948255586044688,0.3051744413955312,0.0038042099923915806,0.4346220816278158,-0.13075583674436841
Hernia,6.95615820590658e-25,15.0,7800.0,17710.0,71.0,0.0019193857965451055,0.1744186046511628,0.6942375539004312,0.3057624460995688,0.003796987723073029,0.434328079275797,-0.13134384144840605
Hernia,6.742139256243988e-25,15.0,7827.0,17683.0,71.0,0.0019127773527161439,0.1744186046511628,0.6931791454331635,0.3068208545668365,0.003784056508577195,0.43379887504216313,-0.13240224991567373
Hernia,6.5347058160257945e-25,15.0,7842.0,17668.0,71.0,0.0019091256204658267,0.1744186046511628,0.6925911407291259,0.30740885927087414,0.003776910487221453,0.4335048726901443,-0.13299025461971137
Hernia,6.333653767492773e-25,15.0,7863.0,17647.0,71.0,0.001904036557501904,0.1744186046511628,0.6917679341434732,0.30823206585652685,0.0037669512807634357,0.43309326939731796,-0.13381346120536408
Hernia,6.138787867570881e-25,15.0,7878.0,17632.0,71.0,0.0019004180919802356,0.1744186046511628,0.6911799294394355,0.3088200705605645,0.0037598696578518605,0.43279926704529914,-0.13440146590940172
Hernia,5.949917803566735e-25,15.0,7899.0,17611.0,71.0,0.0018953752843062926,0.1744186046511628,0.6903567228537828,0.3096432771462172,0.0037499999999999994,0.4323876637524728,-0.13522467249505443
Hernia,5.766857207091476e-25,15.0,7923.0,17587.0,71.0,0.001889644746787604,0.1744186046511628,0.6894159153273226,0.3105840846726774,0.0037387836490528417,0.4319172599892427,-0.13616548002151463
Hernia,5.589430063555626e-25,15.0,7959.0,17551.0,71.0,0.0018811136192626034,0.1744186046511628,0.6880047040376323,0.31199529596236775,0.003722084367245658,0.4312116543443975,-0.13757669131120498
Hernia,5.41746134444584e-25,15.0,7973.0,17537.0,71.0,0.0018778167250876315,0.1744186046511628,0.6874558996471972,0.3125441003528028,0.003715630418627694,0.43093725214918,-0.13812549570164
Hernia,5.250783909857824e-25,15.0,7998.0,17512.0,71.0,0.0018719580681392737,0.1744186046511628,0.6864758918071344,0.3135241081928656,0.003704161007531794,0.4304472482291486,-0.1391055035417028
Hernia,5.089233578115679e-25,15.0,8007.0,17503.0,71.0,0.0018698578908002991,0.1744186046511628,0.6861230889847119,0.31387691101528814,0.00370004933399112,0.4302708468179373,-0.13945830636412537
